id	word_id	rel_word_id	relation
41313	2629	47032	related
49952	2630	718	related
49942	2630	1683	related
49954	2630	3242	related
49951	2630	4381	related
49909	2630	5433	related
49900	2630	7280	related
49935	2630	7499	related
49911	2630	7539	related
49956	2630	7539	synonym
49923	2630	7571	related
49955	2630	10629	related
49943	2630	10805	related
49903	2630	11783	related
49910	2630	14444	related
49918	2630	14878	related
49917	2630	15067	related
49933	2630	15116	related
49946	2630	15408	related
49941	2630	16423	related
49929	2630	17223	related
49949	2630	17703	related
49950	2630	18080	related
49945	2630	18763	related
49912	2630	19926	related
49915	2630	22503	related
49913	2630	23143	related
49904	2630	23349	related
49926	2630	24685	related
49906	2630	25716	related
49939	2630	29090	related
49925	2630	29361	related
49920	2630	30540	related
49902	2630	31607	related
49944	2630	33256	related
49899	2630	35959	related
49905	2630	43960	related
49907	2630	45515	related
49908	2630	46525	related
49931	2630	52283	related
49948	2630	56688	related
49927	2630	56689	related
49947	2630	56934	related
49953	2630	56936	related
49914	2630	56941	related
49901	2630	56942	related
49916	2630	56943	related
49919	2630	56945	related
49921	2630	56948	related
49922	2630	56949	related
49924	2630	57003	related
49928	2630	57004	related
49930	2630	57005	related
49932	2630	57006	related
49934	2630	57007	related
49936	2630	57008	related
49937	2630	57009	related
49938	2630	57010	related
49940	2630	57011	related
43204	2631	510	related
43206	2631	6385	related
43203	2631	12484	related
43207	2631	12484	synonym
43205	2631	47926	related
14085	2632	5952	related
2265	2633	10804	related
2264	2633	26811	related
50266	2634	2684	related
50263	2634	3573	related
50265	2634	4664	related
50264	2634	11288	related
50261	2634	13105	related
50267	2634	31266	related
50262	2634	50650	related
48665	2635	2333	related
51678	2636	14111	related
436	2638	2720	related
437	2638	8917	related
40659	2640	3482	related
40661	2640	11482	synonym
40658	2640	14010	related
40660	2640	14511	related
33790	2641	2977	related
33791	2641	54283	related
14858	2643	885	synonym
14855	2643	6811	related
14854	2643	17662	related
14856	2643	26701	related
14857	2643	31602	synonym
49152	2644	1832	synonym
49153	2644	2092	synonym
49151	2644	5898	related
49154	2644	7653	synonym
49149	2644	20182	related
49150	2644	56830	related
46145	2646	589	related
46147	2646	827	related
46143	2646	2936	related
46144	2646	5390	related
46146	2646	13365	related
10638	2647	519	related
10640	2647	12194	related
10645	2647	13285	synonym
10639	2647	20254	related
10646	2647	33372	synonym
10642	2647	36687	related
10644	2647	36708	related
10643	2647	51588	related
10641	2647	51593	related
12599	2648	1085	synonym
12598	2648	1486	synonym
12601	2648	5073	synonym
12600	2648	6420	synonym
12325	2649	7153	related
12324	2649	11437	related
32382	2650	494	synonym
40429	2654	1665	related
40430	2654	2178	related
40433	2654	2684	synonym
40434	2654	3036	synonym
40426	2654	4105	related
40432	2654	13496	synonym
40428	2654	14821	related
40431	2654	22550	related
40427	2654	29727	related
44650	2658	4225	related
13906	2659	256	related
13907	2659	1171	related
13905	2659	1861	related
13908	2659	2189	related
13904	2659	3772	related
13902	2659	4977	related
13909	2659	5468	related
13903	2659	52240	related
38986	2660	10635	related
38987	2660	20252	related
28549	2662	1020	related
28551	2662	1572	related
28554	2662	5248	related
28562	2662	11058	related
28550	2662	11578	related
28552	2662	13312	related
28566	2662	14388	related
28558	2662	20491	related
28548	2662	25296	related
28570	2662	26903	related
28560	2662	26910	related
28568	2662	30780	related
28559	2662	34486	related
28557	2662	40265	related
28565	2662	46368	related
28563	2662	51146	related
28553	2662	53306	related
28555	2662	53307	related
28556	2662	53308	related
28561	2662	53309	related
28564	2662	53310	related
28567	2662	53311	related
34577	2664	438	synonym
34574	2664	1590	related
34576	2664	2026	related
34581	2664	2981	synonym
34582	2664	6803	synonym
34572	2664	6918	related
34573	2664	7971	related
34578	2664	9329	synonym
34575	2664	11120	related
34571	2664	11310	related
34583	2664	15516	synonym
34579	2664	54376	synonym
34580	2664	54377	synonym
42362	2666	3956	synonym
42363	2666	28690	synonym
42364	2666	55667	synonym
42365	2666	55668	synonym
46642	2668	1491	related
46643	2668	9047	related
46641	2668	17524	related
46640	2668	20027	related
2301	2669	1670	related
2304	2669	21448	related
2302	2669	50928	related
2303	2669	50929	related
2305	2669	50930	related
2306	2669	50931	related
3758	2670	6953	related
35844	2673	5781	related
11039	2674	7140	related
11036	2674	36817	related
11040	2674	36818	related
11037	2674	51679	related
11038	2674	51680	related
11041	2674	51681	related
12413	2675	2355	related
12416	2675	6985	synonym
12414	2675	9420	related
12417	2675	20741	synonym
12415	2675	21118	synonym
12409	2675	25118	related
12412	2675	31805	related
12411	2675	37561	related
12410	2675	37562	related
12408	2675	51947	related
29899	2676	20295	related
29898	2676	23218	related
4754	2680	1472	related
32466	2682	2010	related
32469	2682	3470	related
32472	2682	8874	synonym
32471	2682	9898	synonym
32464	2682	18363	related
32468	2682	23693	related
32467	2682	29541	related
32465	2682	42589	related
32470	2682	54113	synonym
4567	2683	955	related
4569	2683	4561	related
4568	2683	6074	related
50259	2684	2634	related
50256	2684	3573	related
50258	2684	4664	related
50257	2684	11288	related
50254	2684	13105	related
50260	2684	31266	related
50255	2684	50650	related
50371	2686	5463	related
50370	2686	11774	related
50369	2686	26653	related
47811	2687	4067	related
47812	2687	5172	related
47813	2687	34683	synonym
47814	2687	56631	synonym
47815	2687	56632	synonym
34256	2688	412	related
41855	2689	680	related
41856	2689	3912	related
41857	2689	10184	related
32235	2690	692	synonym
32234	2690	12017	related
32236	2690	42889	synonym
44018	2691	30803	related
11026	2692	307	synonym
11024	2692	2535	synonym
11025	2692	8194	synonym
11027	2692	10268	synonym
11022	2692	10729	related
11023	2692	51676	related
1872	2695	9355	synonym
1875	2695	15929	synonym
1876	2695	19042	synonym
1877	2695	25982	synonym
1873	2695	45672	synonym
1874	2695	50825	synonym
46555	2697	455	related
46560	2697	10825	related
46557	2697	10917	related
46554	2697	19020	related
46556	2697	27992	related
46558	2697	56441	related
46559	2697	56445	related
51123	2698	708	related
51190	2698	2740	related
51150	2698	3474	related
51140	2698	5047	related
51210	2698	5053	related
51127	2698	5889	related
51176	2698	5994	related
51179	2698	10296	related
51155	2698	11155	related
51184	2698	13321	related
51206	2698	14249	related
51154	2698	17194	related
51195	2698	17490	related
51172	2698	17758	related
51159	2698	17781	related
51148	2698	18197	related
51128	2698	18862	related
51183	2698	21412	related
51209	2698	21610	related
51129	2698	23962	related
51186	2698	26829	related
51131	2698	29557	related
51173	2698	29569	related
51137	2698	30491	related
51122	2698	31822	related
51132	2698	35349	related
51134	2698	35350	related
51136	2698	35351	related
51139	2698	35353	related
51143	2698	36017	related
51151	2698	37368	related
51152	2698	37369	related
51156	2698	37675	related
51157	2698	37676	related
51160	2698	37892	related
51161	2698	37894	related
51166	2698	40385	related
51168	2698	40753	related
51169	2698	40754	related
51175	2698	42099	related
51177	2698	42196	related
51178	2698	42243	related
51189	2698	46106	related
51191	2698	46606	related
51192	2698	46607	related
51196	2698	48323	related
51199	2698	49421	related
51205	2698	49628	related
51124	2698	55315	related
51200	2698	56666	related
51207	2698	56806	related
51208	2698	56807	related
51125	2698	57299	related
51126	2698	57300	related
51130	2698	57301	related
51133	2698	57302	related
51135	2698	57303	related
51138	2698	57304	related
51141	2698	57305	related
51142	2698	57306	related
51144	2698	57307	related
51145	2698	57308	related
51146	2698	57309	related
51147	2698	57310	related
51153	2698	57311	related
51158	2698	57312	related
51162	2698	57313	related
51163	2698	57314	related
51164	2698	57315	related
51165	2698	57316	related
51167	2698	57317	related
51170	2698	57318	related
51171	2698	57319	related
51174	2698	57320	related
51180	2698	57321	related
51181	2698	57322	related
51182	2698	57323	related
51185	2698	57324	related
51187	2698	57325	related
51188	2698	57326	related
51193	2698	57327	related
51194	2698	57328	related
51197	2698	57329	related
51198	2698	57330	related
51201	2698	57331	related
51202	2698	57332	related
51203	2698	57333	related
51204	2698	57334	related
12588	2702	885	related
3174	2703	1370	related
3173	2703	35431	related
27885	2704	1501	related
27883	2704	4542	related
27886	2704	11328	related
27887	2704	11328	synonym
27884	2704	15676	related
14035	2705	9683	related
14037	2705	10097	related
14038	2705	12612	related
14036	2705	52259	related
41758	2706	2565	related
41757	2706	4818	related
41755	2706	8071	related
41754	2706	8987	related
41756	2706	27716	related
33099	2707	4051	related
33102	2707	16373	related
33101	2707	20886	related
33100	2707	43125	related
28309	2708	890	related
28310	2708	17673	related
3445	2709	318	related
3441	2709	2360	related
3448	2709	5138	related
3442	2709	5461	related
3446	2709	9824	related
3447	2709	12136	related
3443	2709	51150	related
3444	2709	51151	related
51372	2710	550	related
51378	2710	610	synonym
51376	2710	1104	synonym
51373	2710	2153	related
51379	2710	2291	synonym
51371	2710	4759	related
51375	2710	5062	related
51370	2710	9585	related
51377	2710	15488	synonym
51374	2710	57358	related
44386	2711	14429	related
44387	2711	23954	synonym
27544	2712	16602	related
27543	2712	18278	related
34691	2713	3161	related
34690	2713	11701	related
34687	2713	24302	related
34688	2713	54387	related
34689	2713	54388	related
43501	2715	1547	related
43502	2715	9809	related
43503	2715	22654	related
43500	2715	32789	related
33637	2717	1953	related
12739	2718	1123	synonym
12738	2718	7506	synonym
12737	2718	9274	related
42532	2719	21388	related
42531	2719	30233	related
431	2720	2638	related
433	2720	8917	related
428	2720	33825	related
430	2720	33826	related
434	2720	33827	related
429	2720	50495	related
432	2720	50496	related
435	2720	50497	related
47741	2722	2776	synonym
47740	2722	5295	related
47744	2722	9974	synonym
47743	2722	17376	synonym
47742	2722	20648	synonym
33112	2723	1956	related
33114	2723	14775	related
33113	2723	24747	related
26369	2724	14823	related
26371	2724	23441	related
26367	2724	27110	related
26368	2724	39382	related
26370	2724	52662	related
40295	2725	2213	related
40296	2725	15928	related
40297	2725	20311	related
40298	2725	55319	related
47702	2726	1408	related
47701	2726	2894	related
35633	2729	3793	related
35635	2729	4322	related
35636	2729	17116	related
35634	2729	28992	related
26345	2730	1355	synonym
26343	2730	1579	related
26346	2730	11326	synonym
26344	2730	52658	synonym
34094	2731	121	related
34093	2731	5679	related
34092	2731	8232	related
34091	2731	15422	related
27580	2732	3104	related
27581	2732	5186	related
27584	2732	6946	related
27583	2732	23339	related
27582	2732	43512	related
52276	2733	403	related
52280	2733	2279	synonym
52277	2733	21785	related
52279	2733	30272	related
52278	2733	50309	related
42959	2734	23605	related
42958	2734	30167	related
3981	2735	8844	related
3980	2735	16309	related
35012	2736	18131	related
35014	2736	18479	related
35015	2736	21349	related
35013	2736	22874	related
1730	2738	2501	related
1731	2738	5330	related
1732	2738	8655	related
1734	2738	9814	related
1735	2738	17986	related
1733	2738	20583	related
40250	2740	418	related
40256	2740	441	related
40230	2740	708	related
40245	2740	754	related
40244	2740	767	related
40254	2740	1157	related
40259	2740	1218	related
40261	2740	1525	related
40252	2740	2170	related
40231	2740	2698	related
40249	2740	3011	related
40251	2740	3192	related
40257	2740	3202	related
40253	2740	3265	related
40232	2740	3474	related
40246	2740	3653	related
40260	2740	4917	related
40239	2740	5047	related
40233	2740	5889	related
40248	2740	7786	related
40255	2740	10191	related
40243	2740	13321	related
40247	2740	13428	related
40236	2740	14249	related
40241	2740	18197	related
40238	2740	21610	related
40234	2740	31822	related
40258	2740	32528	related
40242	2740	35353	related
40237	2740	37368	related
40240	2740	42099	related
40235	2740	55315	related
4039	2742	1159	related
4040	2742	19510	related
4041	2742	30622	related
4037	2742	35270	related
4038	2742	35271	related
44403	2743	7812	related
44401	2743	48288	related
44402	2743	48290	related
44404	2743	48292	related
41119	2744	2783	related
29634	2745	5876	related
29635	2745	53577	related
36332	2748	1200	synonym
36334	2748	1966	synonym
36330	2748	4838	related
36329	2748	7531	related
36327	2748	7893	related
36326	2748	12916	related
36328	2748	15299	related
36333	2748	16411	synonym
36325	2748	45066	related
36335	2748	45370	synonym
36324	2748	54680	related
36336	2748	54680	synonym
36331	2748	54681	related
36337	2748	54682	synonym
40609	2749	11322	synonym
40608	2749	22695	related
40604	2749	55373	related
40605	2749	55374	related
40606	2749	55375	related
40607	2749	55376	related
32536	2750	1498	related
32535	2750	8279	related
32538	2750	10766	synonym
32539	2750	20605	synonym
32534	2750	24778	related
32533	2750	28615	related
32537	2750	32489	related
29383	2752	25318	related
50631	2756	8321	related
50632	2756	10107	related
50630	2756	10842	related
50633	2756	12027	related
50620	2757	383	related
50626	2757	615	related
50628	2757	641	synonym
50623	2757	1427	related
50622	2757	3455	related
50625	2757	4252	related
50624	2757	7022	related
50627	2757	7022	synonym
50621	2757	23628	related
34489	2758	646	related
34488	2758	1970	related
99363	2759	87	synonym
99364	2759	779	synonym
99365	2759	2449	synonym
99366	2759	2671	synonym
25504	2760	1459	related
25503	2760	23908	related
32048	2761	1886	related
32049	2761	11793	synonym
28823	2762	9622	related
28824	2762	53429	related
52318	2764	1360	related
52321	2764	1705	related
52320	2764	13480	related
52319	2764	57488	related
27813	2765	3589	related
27812	2765	5894	related
30807	2768	4033	related
30805	2768	41356	related
30806	2768	41357	related
4705	2770	99	related
4708	2770	372	related
4715	2770	561	related
4716	2770	571	related
4714	2770	1033	related
4698	2770	1090	related
4704	2770	1383	related
4701	2770	1478	related
4694	2770	1582	related
4713	2770	1770	related
4711	2770	2672	related
4695	2770	2933	related
4687	2770	3197	related
4717	2770	3320	related
4689	2770	3433	related
4712	2770	4301	related
4688	2770	4436	related
4697	2770	4688	related
4696	2770	5013	related
4691	2770	6643	related
4690	2770	7115	related
4710	2770	8024	related
4703	2770	9060	related
4707	2770	9589	related
4720	2770	10748	synonym
4692	2770	11803	related
4700	2770	18289	related
4693	2770	22937	related
4699	2770	30367	related
4718	2770	51339	synonym
4719	2770	51340	synonym
33741	2771	138	related
33709	2771	143	related
33748	2771	143	synonym
33745	2771	260	related
33726	2771	956	related
33733	2771	1102	related
33742	2771	1712	related
33734	2771	2258	related
33725	2771	2277	related
33719	2771	2351	related
33728	2771	2732	related
33727	2771	3104	related
33729	2771	3267	related
33718	2771	3407	related
33737	2771	3628	related
33722	2771	4272	related
33744	2771	4822	related
33736	2771	4926	related
33711	2771	5012	related
33735	2771	5186	related
33747	2771	6044	synonym
33730	2771	8163	related
33715	2771	8911	related
33739	2771	9547	related
33723	2771	10108	related
33710	2771	11810	related
33717	2771	12942	related
33714	2771	23338	related
33732	2771	23339	related
33721	2771	26837	related
33712	2771	30452	related
33716	2771	38077	related
33731	2771	43512	related
33740	2771	46346	related
33713	2771	50735	related
33720	2771	50736	related
33724	2771	50737	related
33738	2771	50738	related
33746	2771	50739	related
33749	2771	54281	synonym
29603	2772	2818	related
29617	2772	5645	related
29604	2772	8150	related
29610	2772	8733	related
29592	2772	9162	related
29605	2772	10380	related
29614	2772	10580	related
29597	2772	12952	related
29572	2772	13337	related
29577	2772	13377	related
29619	2772	13917	related
29562	2772	14423	related
29585	2772	14962	related
29587	2772	16103	related
29608	2772	17408	related
29616	2772	17574	related
29574	2772	18438	related
29564	2772	18667	related
29583	2772	20631	related
29539	2772	21963	related
29588	2772	22206	related
29561	2772	22765	related
29599	2772	24440	related
29612	2772	24670	related
29575	2772	25619	related
29601	2772	25904	related
29607	2772	25925	related
29621	2772	27759	related
29533	2772	28266	related
29544	2772	28513	related
29581	2772	28901	related
29535	2772	28906	related
29591	2772	28991	related
29620	2772	29311	related
29576	2772	29892	related
29546	2772	30624	related
29536	2772	30953	related
29609	2772	38122	related
29613	2772	40592	related
29542	2772	41691	related
29543	2772	41692	related
29615	2772	41693	related
29545	2772	43086	related
29548	2772	44702	related
29549	2772	44703	related
29586	2772	44713	related
29618	2772	46192	related
29552	2772	46196	related
29553	2772	46197	related
29554	2772	46715	related
29556	2772	47339	related
29558	2772	50127	related
29531	2772	53535	related
29532	2772	53536	related
29534	2772	53537	related
29537	2772	53538	related
29538	2772	53539	related
29540	2772	53540	related
29541	2772	53541	related
29547	2772	53542	related
29550	2772	53543	related
29551	2772	53544	related
29555	2772	53545	related
29557	2772	53546	related
29559	2772	53547	related
29560	2772	53548	related
29563	2772	53549	related
29565	2772	53550	related
29566	2772	53551	related
29567	2772	53552	related
29568	2772	53553	related
29569	2772	53554	related
29570	2772	53555	related
29571	2772	53556	related
29573	2772	53557	related
29578	2772	53558	related
29579	2772	53559	related
29582	2772	53560	related
29584	2772	53561	related
29589	2772	53562	related
29590	2772	53563	related
29593	2772	53564	related
29594	2772	53565	related
29595	2772	53566	related
29596	2772	53567	related
29598	2772	53568	related
29600	2772	53569	related
29602	2772	53570	related
29606	2772	53571	related
29611	2772	53572	related
44444	2775	1434	related
44445	2775	30854	related
4131	2776	261	related
4136	2776	261	synonym
4135	2776	2722	synonym
4138	2776	4939	synonym
4134	2776	9974	synonym
4137	2776	13573	synonym
4133	2776	17376	synonym
4132	2776	20648	synonym
49142	2777	14752	synonym
49140	2777	23718	related
49141	2777	49663	related
49139	2777	56829	related
45125	2778	16327	related
45124	2778	21524	related
45123	2778	56207	related
461	2779	1766	related
462	2779	2353	related
460	2779	5145	related
463	2779	19278	related
51600	2780	886	synonym
51601	2780	2248	synonym
51599	2780	10299	synonym
35868	2781	16569	related
35869	2781	44753	related
41117	2783	1870	synonym
41113	2783	2744	related
41116	2783	12598	related
41114	2783	14987	related
41115	2783	15154	related
41111	2783	22634	related
41112	2783	55464	related
41118	2783	55465	synonym
30839	2784	15365	related
14138	2786	8393	related
14145	2786	8976	related
14146	2786	9525	related
14140	2786	9732	related
14144	2786	20430	related
14141	2786	20845	related
14142	2786	26873	related
14147	2786	29495	related
14143	2786	46829	related
14139	2786	52280	related
31523	2787	7053	related
31526	2787	12812	related
31524	2787	20315	related
31527	2787	23458	related
31525	2787	54017	related
47517	2788	2591	related
47518	2788	13113	related
10153	2789	4593	related
10141	2789	5316	related
10149	2789	7711	related
10142	2789	9985	related
10151	2789	10964	related
10154	2789	14913	related
10145	2789	21295	related
10124	2789	22889	related
10131	2789	22969	related
10128	2789	27964	related
10123	2789	31070	related
10125	2789	32569	related
10133	2789	36587	related
10126	2789	37800	related
10137	2789	42927	related
10129	2789	45252	related
10130	2789	45253	related
10140	2789	45254	related
10143	2789	51481	related
10144	2789	51482	related
10127	2789	51483	related
10134	2789	51486	related
10132	2789	51487	related
10135	2789	51488	related
10136	2789	51489	related
10138	2789	51490	related
10139	2789	51491	related
10146	2789	51492	related
10147	2789	51493	related
10148	2789	51494	related
10150	2789	51495	related
10152	2789	51496	related
37305	2790	19177	related
37304	2790	45568	related
42859	2793	2439	synonym
31168	2794	867	related
31171	2794	2974	related
31173	2794	26834	related
31167	2794	41530	related
31169	2794	53944	related
31170	2794	53945	related
31172	2794	53946	related
45868	2795	858	related
45870	2795	10601	related
45869	2795	20778	related
46095	2796	2407	related
46094	2796	2606	related
46096	2796	4373	related
46093	2796	15167	related
44529	2797	149	synonym
2156	2798	11603	related
2159	2798	19591	related
2158	2798	26359	related
2164	2798	34991	related
2165	2798	34995	related
2157	2798	50900	related
2160	2798	50901	related
2161	2798	50902	related
2162	2798	50903	related
2163	2798	50904	related
44598	2800	7619	related
44597	2800	7801	related
44591	2800	9869	related
44584	2800	12833	related
44578	2800	17853	related
44573	2800	19553	related
44580	2800	23954	related
44590	2800	28891	related
44589	2800	30330	related
44596	2800	30456	related
44585	2800	45475	related
44577	2800	48374	related
44576	2800	48375	related
44583	2800	48377	related
44586	2800	48379	related
44581	2800	48380	related
44574	2800	56105	related
44575	2800	56106	related
44579	2800	56107	related
44582	2800	56108	related
44587	2800	56109	related
44588	2800	56110	related
44592	2800	56111	related
44593	2800	56112	related
44594	2800	56113	related
44595	2800	56114	related
44600	2800	56120	synonym
44601	2800	56121	synonym
44599	2800	56122	related
43761	2801	1627	synonym
43760	2801	55913	related
47688	2802	6759	related
47687	2802	32590	related
47689	2802	49293	related
47686	2802	56599	related
39898	2803	3283	related
31733	2804	490	related
31788	2804	551	synonym
31737	2804	842	related
31741	2804	1201	related
31789	2804	1556	synonym
31786	2804	3373	synonym
31742	2804	3543	related
31745	2804	4873	related
31734	2804	5673	related
31756	2804	8978	related
31739	2804	9778	related
31785	2804	10106	synonym
31783	2804	11643	related
31757	2804	11767	related
31781	2804	11989	related
31773	2804	12070	related
31782	2804	12835	related
31763	2804	12985	related
31748	2804	13627	related
31761	2804	14082	related
31770	2804	14556	related
31760	2804	15542	related
31769	2804	16144	related
31767	2804	17496	related
31762	2804	17765	related
31750	2804	18722	related
31736	2804	18882	related
31738	2804	24911	related
31751	2804	27271	related
31787	2804	27346	synonym
31735	2804	28303	related
31790	2804	29647	synonym
31772	2804	30707	related
31768	2804	30721	related
31746	2804	31640	related
31753	2804	34559	related
31778	2804	36111	related
31744	2804	38704	related
31740	2804	41079	related
31777	2804	41081	related
31765	2804	44726	related
31749	2804	49165	related
31774	2804	49166	related
31743	2804	53771	related
31747	2804	53772	related
31752	2804	53773	related
31755	2804	53774	related
31758	2804	53775	related
31759	2804	53776	related
31764	2804	53777	related
31766	2804	53778	related
31771	2804	53779	related
31775	2804	53780	related
31776	2804	53781	related
31779	2804	53782	related
31780	2804	53783	related
31784	2804	54038	synonym
36605	2806	4080	synonym
36606	2806	5166	synonym
36592	2806	8895	related
36604	2806	19229	related
36602	2806	19610	related
36594	2806	22826	related
36593	2806	24482	related
36591	2806	25153	related
36597	2806	26863	related
36601	2806	32082	related
36595	2806	45154	related
36596	2806	45155	related
36599	2806	45158	related
36600	2806	45159	related
36598	2806	54760	related
36603	2806	54761	related
43767	2807	731	synonym
43771	2807	1034	synonym
43768	2807	1418	synonym
43770	2807	2427	synonym
43765	2807	4049	related
43769	2807	17486	synonym
43764	2807	55914	related
99720	2809	349	synonym
99721	2809	845	synonym
99722	2809	2823	related
99723	2809	4233	related
99724	2809	9188	related
99725	2809	46928	related
99726	2809	55443	related
47291	2810	1771	related
47290	2810	3156	related
47292	2810	3551	related
99312	2812	972	related
99313	2812	4448	related
99314	2812	54253	synonym
40973	2813	74	synonym
40969	2813	255	related
40968	2813	329	related
40970	2813	355	related
40962	2813	499	related
40967	2813	549	related
40963	2813	795	related
40971	2813	1297	related
40972	2813	3671	synonym
40965	2813	3796	related
40966	2813	7131	related
40964	2813	9698	related
40961	2813	25065	related
40959	2813	46914	related
40960	2813	46915	related
40567	2815	451	related
12216	2816	2519	related
12215	2816	51922	related
13881	2817	6137	related
13883	2817	24676	related
13882	2817	52239	related
46119	2818	7704	related
46120	2818	8150	related
46122	2818	10380	related
46123	2818	12032	related
46121	2818	13164	related
46125	2818	27759	related
46124	2818	53571	related
30713	2819	14269	related
30715	2819	21671	related
30714	2819	53853	related
46224	2820	266	synonym
46223	2820	272	related
12367	2821	2310	related
12366	2821	3472	related
12368	2821	8250	related
41026	2823	3567	related
41027	2823	4233	related
41025	2823	55444	related
41028	2823	55445	related
41029	2823	55446	related
26426	2825	9046	related
32794	2826	1134	related
32795	2826	42920	related
33756	2828	18941	related
33759	2828	20933	related
33758	2828	25040	related
33757	2828	54282	related
38600	2829	3445	related
38602	2829	15041	related
38601	2829	55098	related
99859	2830	714	related
99860	2830	745	related
99861	2830	767	synonym
99862	2830	3683	related
99863	2830	5354	synonym
99864	2830	7424	synonym
99865	2830	51922	synonym
29453	2831	4566	related
29454	2831	6446	related
29452	2831	7839	related
11010	2835	4238	synonym
49520	2836	1600	synonym
49521	2836	23684	synonym
53426	2837	1381	related
53445	2837	1954	related
53442	2837	2940	related
53424	2837	3054	related
53443	2837	3268	related
53439	2837	3740	related
53440	2837	4050	related
53449	2837	4050	synonym
53420	2837	4771	related
53432	2837	5530	related
53441	2837	6812	related
53429	2837	7158	related
53437	2837	8308	related
53427	2837	10811	related
53428	2837	13809	related
53444	2837	15833	related
53446	2837	17158	related
53421	2837	19790	related
53423	2837	21831	related
53430	2837	24376	related
53447	2837	32044	related
53434	2837	33505	related
53448	2837	49220	related
53433	2837	49221	related
53422	2837	57806	related
53425	2837	57807	related
53431	2837	57808	related
53436	2837	57809	related
53438	2837	57810	related
50698	2839	4475	related
50697	2839	9684	related
50699	2839	32551	synonym
53567	2841	1125	related
53566	2841	4457	related
53565	2841	8102	related
2391	2845	373	related
2390	2845	1434	related
33943	2846	3321	related
33944	2846	4643	related
13798	2847	3188	related
13800	2847	52230	related
27341	2848	1855	related
27345	2848	2451	related
27343	2848	6182	related
27333	2848	11639	related
27334	2848	13340	related
27339	2848	20437	related
27335	2848	52958	related
27336	2848	52959	related
27337	2848	52960	related
27338	2848	52961	related
27340	2848	52962	related
27342	2848	52963	related
27344	2848	52964	related
29901	2851	1042	related
12399	2852	255	related
12398	2852	3079	related
3230	2853	4727	synonym
3229	2853	15934	related
3227	2853	21682	related
3228	2853	22545	related
27783	2854	8770	synonym
27782	2854	30647	related
27776	2854	53088	related
27777	2854	53089	related
27778	2854	53090	related
27779	2854	53091	related
27780	2854	53092	related
27781	2854	53093	related
38350	2856	683	related
38351	2856	2965	related
38352	2856	17170	related
52647	2857	690	synonym
52642	2857	937	synonym
52640	2857	1468	synonym
52639	2857	1600	synonym
52645	2857	1791	synonym
52644	2857	2712	synonym
52643	2857	4528	synonym
52646	2857	7557	synonym
52641	2857	10726	synonym
52637	2857	12344	related
52634	2857	16653	related
52636	2857	19172	related
52648	2857	52464	synonym
52635	2857	57519	related
52638	2857	57520	related
52285	2858	1104	related
52291	2858	3980	related
52287	2858	6058	related
52290	2858	13187	related
52289	2858	25533	related
52288	2858	26646	related
52286	2858	33589	related
32109	2859	1328	related
32108	2859	4920	related
32107	2859	14833	related
39367	2860	1768	related
39366	2860	6823	related
39371	2860	10805	synonym
39369	2860	18144	related
39372	2860	29022	synonym
39368	2860	46264	related
39370	2860	55183	related
911	2861	13841	related
2835	2864	8000	related
48431	2865	1495	related
48430	2865	2323	related
48428	2865	19743	related
48429	2865	56718	related
53075	2866	802	related
53076	2866	7520	related
98821	2868	2608	related
98822	2868	2623	related
48574	2871	1911	related
48572	2871	9665	related
48573	2871	56726	related
38446	2872	2528	related
38447	2872	11237	related
55112	2874	646	synonym
55109	2874	1017	related
55108	2874	1210	related
55100	2874	1497	related
55102	2874	1701	related
55111	2874	3828	synonym
55104	2874	3915	related
55110	2874	7455	related
55107	2874	9180	related
55106	2874	14162	related
55101	2874	14386	related
55099	2874	15715	related
55113	2874	22331	synonym
55105	2874	25884	related
55103	2874	58335	related
38893	2875	7015	related
3235	2876	1073	related
3234	2876	4721	related
3237	2876	4785	related
3236	2876	5775	related
3238	2876	9243	related
3233	2876	10929	related
2794	2877	34310	related
13566	2878	1559	related
13567	2878	16831	related
43309	2880	2945	related
43311	2880	3435	related
43316	2880	14465	related
43299	2880	16038	related
43310	2880	16665	related
43321	2880	17824	related
43304	2880	25658	related
43337	2880	29468	related
43319	2880	38762	related
43323	2880	43215	related
43324	2880	43216	related
43331	2880	44822	related
43308	2880	47939	related
43300	2880	47940	related
43301	2880	47941	related
43302	2880	47942	related
43339	2880	49370	related
43315	2880	55836	related
43327	2880	55837	related
43335	2880	55839	related
43313	2880	55841	related
43314	2880	55842	related
43312	2880	55844	related
43325	2880	55845	related
43329	2880	55846	related
43333	2880	55847	related
43303	2880	55849	related
43305	2880	55850	related
43306	2880	55851	related
43307	2880	55852	related
43317	2880	55853	related
43318	2880	55854	related
43320	2880	55855	related
43322	2880	55856	related
43326	2880	55857	related
43328	2880	55858	related
43330	2880	55859	related
43332	2880	55860	related
43334	2880	55861	related
43336	2880	55862	related
43338	2880	55863	related
43340	2880	55864	related
9902	2881	724	synonym
9879	2881	1079	related
9880	2881	20538	related
9897	2881	28883	related
9881	2881	36437	related
9899	2881	36438	related
9882	2881	36439	related
9883	2881	36440	related
9884	2881	36441	related
9885	2881	36442	related
9887	2881	36443	related
9889	2881	36444	related
9886	2881	51422	related
9888	2881	51423	related
9890	2881	51424	related
9891	2881	51425	related
9892	2881	51426	related
9893	2881	51427	related
9894	2881	51428	related
9895	2881	51429	related
9896	2881	51430	related
9898	2881	51431	related
